FOLIO,FECHASOLICITUD,DEPENDENCIA,ESTATUS,MEDIOENTRADA,TIPOSOLICITUD,DESCRIPCIONSOLICITUD,OTROSDATOS,ARCHIVOADJUNTOSOLICITUD,MEDIOENTREGA,FECHALIMITE,RESPUESTA,TEXTORESPUESTA,FECHARESPUESTA,PAIS,ESTADO,MUNICIPIO,CODIGOPOSTAL,SECTOR
="00236815","30/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de quejas admitidas contra violación de derechos sexuales y reproductivos durante la atención médica del parto en el sexenio 2010-2015 desagregada por año, nombre de hospital, localidad y motivo de la queja","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/435638459779F2E4","Consulta vía Infomex - Sin costo","12/05/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de Información folio 00236815- Ismene Figueroa López","06/05/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00237015","30/04/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","El programa operativo anual de 2014 y 2015 que incluya el presupuesto designado para cada actividad programada","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/4029812CBD0F071D","Consulta vía Infomex - Sin costo","26/05/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00237015 Ismene Figueroa López","25/05/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00252415","09/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Resultado de quejas presentadas por violación de derechos humanos a mujeres en atención médica de aborto en el Hospital Integral de la Mujer del Estado de Sonora en el año del 2009","http://cimacnoticias.com.mx/node/44947","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/F41354833649FCC9","Consulta vía Infomex - Sin costo","18/05/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de Información Folio 00252415 Ismene Figueroa López","12/05/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00261115","12/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Porqué se excluyeron de la recomendación 35/2014 los derechos sexuales y reproductivos considerados también como derechos humanos ratificados por México en diversos tratados internacionales así como otros instrumentos de derechos humanos no vinculantes relacionados al tema de la atención médica del parto.","En el siguiente link podrán encontrar la carpeta de la organización Nueve Lunas donde abordan el marco legal nacional e internacional y otras recomendaciones de la OMS 

http://www.nuevelunas.org.mx/PARTOHUMANIZADO.pdf","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/2AC2D56EF7411E3A","Consulta vía Infomex - Sin costo","03/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información 00261115","02/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00261215","12/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Las razones por las que justificaron tardar cuatro años para emitir la recomendación 35/2014 de expediente CEDH/IV/33/01/1362/2010 acordada el 18 de octubre de 2010.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/0A870480498344CC","Consulta vía Infomex - Sin costo","03/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información folio 00261215","03/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00261315","12/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Las pruebas de aceptación de la recomendación 35/2014 , o en su caso, el rechazo de la misma mediante escrito fundado y motivado de la autoridad señalada en la recomendación según artículo 102 apartado B de la reforma constitucional publicada el 11 de junio de 2010 en el Diario Oficial de la Federación.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/E8E9D71676019E67","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00261315","03/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00262115","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Los nombres y funciones de cada persona que interviene directamente en la atención de quejas, seguimiento y elaboración de las recomendaciones.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/72D631F0DA272AD7","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00262115","02/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00263615","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","La lista de las quejas presentadas durante el 2012 con acuerdo de admisión, motivos de la queja, las autoridades señaladas como responsables, localidad donde sucedieron hechos y especificar el número de recomendación si la tuvo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/4555133A7C2B289F","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud información folio 00263615","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00263515","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","La lista de las quejas presentadas durante el 2011 con acuerdo de admisión, motivos de la queja, las autoridades señaladas como responsables, localidad donde sucedieron hechos y especificar el número de recomendación si la tuvo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/4F85DAF008533AE3","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud información folio 00263515","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00263415","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","La lista de las quejas presentadas durante el 2010 con acuerdo de admisión, , motivos de la queja, las autoridades señaladas como responsables, localidad donde sucedieron hechos y especificar el número de recomendación cuando corresponda.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/598488DBB515CDCB","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud información Folio 00263415","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00263715","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","La lista de las quejas presentadas durante el 2013 con acuerdo de admisión, motivos de la queja, las autoridades señaladas como responsables, localidad donde sucedieron hechos y especificar el número de recomendación si la tuvo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/93B16DEB1C954353","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud información folio 00263715","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00263815","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","La lista de las quejas presentadas durante el 2014 con acuerdo de admisión, motivos de la queja, las autoridades señaladas como responsables, localidad donde sucedieron hechos y especificar el número de recomendación si la tuvo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FBA0AE79E770DFF0","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud información folio 00263815","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00264115","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Lista de quejas relativas a la violación del derecho a la protección a la salud presentadas y admitidas durante el año 2011, especificando autoridades señaladas como responsables, motivos de la queja, sexo y edad de la víctima.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B30FB81AB9079077","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00264115","04/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00264015","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Lista de quejas relativas a la violación del derecho a la protección a la salud presentadas y admitidas durante el 2010, especificando autoridades señaladas como responsables, motivos de la queja, sexo y edad de la víctima.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/408F021D80C1E15A","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00264015","04/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00263915","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","La lista de las quejas presentadas durante el 2015 hasta hoy con acuerdo de admisión, especificando motivos de la queja, las autoridades señaladas como responsables, localidad donde sucedieron hechos y especificar el número de recomendación si la tuvo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/41D7B7A6EB7CBDAD","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta Solicitud información folio 00263915","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00264315","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Lista de quejas relativas a la violación del derecho a la protección a la salud presentadas y admitidas durante el año 2012, especificando autoridades señaladas como responsables, motivos de la queja, sexo y edad de la víctima.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/23A47D20A5218BBE","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00264315","04/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00264615","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Lista de quejas relativas a la violación del derecho a la protección a la salud presentadas y admitidas durante el año 2015, especificando autoridades señaladas como responsables, motivos de la queja, sexo y edad de la víctima.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/AC8FAA7747433253","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a Solicitud de Información Folio 00264615","04/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00264515","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Lista de quejas relativas a la violación del derecho a la protección a la salud presentadas y admitidas durante el año 2014, especificando autoridades señaladas como responsables, motivos de la queja, sexo y edad de la víctima.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5320B65772207E83","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00264515","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00264415","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Lista de quejas relativas a la violación del derecho a la protección a la salud presentadas y admitidas durante el año 2013, especificando autoridades señaladas como responsables, motivos de la queja, sexo y edad de la víctima.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/DE62280EE1F24CA6","Consulta vía Infomex - Sin costo","04/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud de Información Folio 00264415","04/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00267515","14/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuántas quejas se recibieron en ese Organismo por presuntas violaciones de un defensor público? Del 2010 a la fecha, desglosado por presunta violación y en su caso señalar si existe recomendación al respecto.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/132FCF453823953F","Consulta vía Infomex - Sin costo","05/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00267515","05/06/2015","MEXICO","Ciudad de México","Cuauhtémoc","06470",Organismos Autónomos
="00262015","13/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Listado del personal que labora en la CEDH especificando nombre, puesto y sueldo.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/6D2A7DCAED01FACE","Consulta vía Infomex - Sin costo","05/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00262015","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00273815","18/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Criterio de clasificación y almacenamiento de información de quejas presentadas para facilitar acceso y transparencia a la información","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/1EBE5553BF03C90D","Consulta vía Infomex - Sin costo","05/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta a Solicitud Información Folio 00273815","05/06/2015","MEXICO","Sonora","Hermosillo","83260",Organismos Autónomos
="00287215","26/05/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","A la fecha, ¿cuántas recomendaciones presentan el estado de totalmente cumplidas correspondientes a los años 2005, 2006, 2007, 2008, 2009, 2010, 2011 y 2012? Requiero el número de recomendaciones totalmente cumplidas por cada año.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B0D0CD59BAAB4F96","Consulta vía Correo Electrónico - Sin Costo","16/06/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da Respuesta solicitud Información Folio 00287215","11/06/2015","MEXICO","Sonora","Hermosillo","83001",Organismos Autónomos
="00321615","16/06/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuál es el estado de la recomendación 07/2011 en cuanto a su cumplimiento? En caso de estar totalmente cumplida, explicitar los detalles de cómo las autoridades dieron cumplimiento a cada uno de los puntos recomendatorios o acciones sugeridas en la recomendación.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/DE3EDAECEC6B5497","Consulta vía Correo Electrónico - Sin Costo","07/07/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud folio 00321615","06/07/2015","MEXICO","Sonora","Hermosillo","83001",Organismos Autónomos
="00331715","18/06/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","De qué manera participo esta comisión derivado de la contaminación producida al Rio Sonora por parte de la empresa minera Buena Vista del Cobre para proteger el derecho humano a un medio ambiente sano.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/C2A1DCB0D8B01B31","Consulta vía Infomex - Sin costo","09/07/2015","06.- ACEPTADA, Respuesta Vía PNT","Se respuesta a solicitud de información folio 00331715","08/07/2015","MEXICO","Puebla","San Andrés Cholula","72824",Organismos Autónomos
="00379515","03/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de quejas y de recomendaciones emitidas, aceptadas y cumplidas, referentes a casos de malos tratos y negligencia médica en el marco de la atención del parto.

Preguntar desde enero 2014 a 30 de junio de 2015","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/43B27510789926B5","Consulta vía Infomex - Sin costo","10/08/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información folio 00379515","14/07/2015","MEXICO","","","",Organismos Autónomos
="00379615","03/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de quejas y de recomendaciones emitidas, aceptadas y cumplidas por violencia obstétrica y las sanciones aplicadas en estos casos.

Periodo comprendido: 1 de enero de 2014 a 30 de junio de 2015.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/C7FD112AC4A18A26","Consulta vía Infomex - Sin costo","10/07/2015","04.- Rechazo por Inexistencia","Se da respuesta a solicitud de información folio 00379615","09/07/2015","MEXICO","","","",Organismos Autónomos
="00382915","05/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cada cuanto tiempo se realiza una inspeccion en el centro de reincersion local, a efecto de garantizar los derechos humanos de los reos que viven en dicho lugar?","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/7DA47558A9B1A200","Consulta vía Infomex - Sin costo","10/08/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información folio 00382915","14/07/2015","MEXICO","Sonora","Cajeme","85059",Organismos Autónomos
="00377215","02/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuántos imputados/presuntos responsables/ procesados/ sentenciados por la probable comisión de algún delito  han acudido para presentar una queja de violación a derechos humanos durante el proceso entre el 1 de enero del 2012 y el 23 de marzo del 2015?

Manuel Alejandro Baltazar Hernández","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/29C20348A4B9ECAD","Consulta vía Infomex - Sin costo","12/08/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información folio 00377215","14/07/2015","MEXICO","Ciudad de México","Coyoacán","04980",Organismos Autónomos
="00388115","08/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","TOTAL DE RECOMENDACIONES EMITIDAS POR LA COMISIÓN DE DERECHOS HUMANOS DE SONORA CORRESPONDIENTES AL PERIODO COMPRENDIDO ENTRE EL 1 DE ENERO DE 2000 Y EL 30 DE JUNIO DE 2015. QUEJAS PRESENTADAS ANTE LA COMISIÓN ENTRE EL 1 DE ENERO DEL 2000 Y EL 30 DE JUNIO DE 2015,","EN EL CASO DE LAS RECOMENDACIONES, QUE CONTENGAN LA AUTORIDAD DESTINATARIA, EL O LOS DERECHOS HUMANOS VIOLENTADOS, PUNTOS RESOLUTIVOS, FECHA Y NÚMERO DE RECOMENDACIÓN, ASÍ COMO EL NIVEL DE CUMPLIMIENTO QUE REPORTA A LA FECHA.
SOBRE LAS QUEJAS, QUE INDIQUEN EL TOTAL POR MUNICIPIO, LA AUTORIDAD A LA QUE VAN DIRIGIDAS Y QUÉ DERECHO SE VIOLENTÓ.","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D3E2E941D005DE23","Consulta vía Correo Electrónico - Sin Costo","13/08/2015","06.- ACEPTADA, Respuesta Vía PNT","Se respuesta a solicitud de información folio 00388115","14/07/2015","MEXICO","","","",Organismos Autónomos
="00389815","09/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Solicito atentamente la información indicada en el archivo adjunto.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/D0B8805CE448647F","Consulta vía Infomex - Sin costo","14/08/2015","06.- ACEPTADA, Respuesta Vía PNT","Respuesta a solicitud de información Carolina Espinosa folio 00389815","14/08/2015","MEXICO","","","",Organismos Autónomos
="00419815","30/07/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de quejas según modalidad de violación de derechos humanos (p.e. tortura, detención arbitraria, uso arbitrario de la fuerza, lesiones, etcétera) y año (de 2006 a 2014). Preferentemente en archivo Excel.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/12D328B2535C9D63","Consulta vía Correo Electrónico - Sin Costo","24/08/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información folio 00419815 Manuel Ernesto Pérez Aguirre","13/08/2015","MEXICO","Puebla","","",Organismos Autónomos
="00446715","13/08/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Número de quejas según modalidad de violación de derechos humanos (p.e.
tortura, detención arbitraria, uso arbitrario de la fuerza, lesiones, etcétera) desagregada por año (2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013 y 2014).
Preferentemente en archivo Excel","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/6AEB9EEE214F07D0","Consulta vía Correo Electrónico - Sin Costo","03/09/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información pública folio 00446715","27/08/2015","MEXICO","Puebla","","",Organismos Autónomos
="00465415","18/08/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","¿Cuántos expedientes se han iniciado por violaciones de Derechos Humanos a niñas, niños y adolescentes en los años 2014 y 2015? y ¿en cuántos de estos se ha acreditado que existió violación?
Se solicita desglosar información por edad (del menor), sexo, tipo de derecho vulnerado, delegación, así como la autoridad responsable.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/725B9B725B3B59C2","Consulta vía Infomex - Sin costo","07/09/2015","06.- ACEPTADA, Respuesta Vía PNT","Se envia respuesta de solicitud de información de Carlos Perez Jimenez folio 00465415","07/09/2015","MEXICO","Ciudad de México","Benito Juárez","03310",Organismos Autónomos
="00468515","20/08/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Con fines académicos, solicito de manera desagregada por tipo de cuerpo policial o de seguridad tanto estatal como municipales, las denuncias interpuestas contra cualquier institución u organización policial o de seguridad pública en el Estado de Sonora en los últimos 10 (diez) años. Gracias.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/6514071D45B03BC3","Consulta vía Infomex - Sin costo","11/09/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud folio 00468515 de Miguel David Norzagaray Lopez","10/09/2015","MEXICO","Sonora","Hermosillo","83148",Organismos Autónomos
="00516615","11/09/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","solicito me informen si en la Entidad existe la institución de Defensor de Derechos Humanos a nivel municipal, en caso afirmativo en que municipios se encuentra instaurado y las leyes o reglamentos que establecen su creación","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/FBAE5C87C39DB9D8","Consulta vía Infomex - Sin costo","22/09/2015","04.- Rechazo por Inexistencia","Se rechaza solicitud folio 00516615 por no contar con la figura de Instituciones municipales defensores de Derechos Humanos","14/09/2015","MEXICO","","","",Organismos Autónomos
="00530015","22/09/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Estado que guarda la Queja CEDH/V/33/01/1201/2014","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/A927C60164000816","Consulta vía Correo Electrónico - Sin Costo","13/10/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información pública folio 00530015","23/09/2015","MEXICO","Ciudad de México","Benito Juárez","03020",Organismos Autónomos
="00540515","28/09/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Buenas tardes, solicito el catálogo con el cual clasifican las quejas de presuntas violaciones a derechos humanos dentro de la Comisión Estatal de Derechos humanos de Sonora. También, solicito información sobre quejas de violaciones de derechos humanos relacionadas al ámbito informático que se hayan recibido dentro de la misma Comisión. Gracias.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/5F255B1F281B65CE","Consulta vía Infomex - Sin costo","21/10/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información Daniel Vásquez Amacende folio 00540515","05/10/2015","MEXICO","Ciudad de México","Iztapalapa","09800",Organismos Autónomos
="00552015","28/09/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Manual","Información pública","Por este medio me dirijo a Usted, a efectos de conocer si es posible contar son su valioso apoyo para conocer datos estadísticos estatales, consistentes en el número de: A.- Solicitudes de acceso a información recibidas. B.- Recursos de revisión interpuestos Desglosado por año para  a-1: 2014   y   B- 1: lo que va de 2015, de organismos autonomos","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/B655A952EB7E4220","Consulta vía Correo Electrónico - Sin Costo","21/10/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud folio 00552015","06/10/2015","","Sonora","","83260",Organismos Autónomos
="00590615","13/10/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Estoy haciendo un trabajo para la universidad, por lo cual solicito saber a cuánto asciende el monto de los pasivos laborales de su Comisión al día de hoy

El pasivo laboral entendido  como la deuda implícita acumulada por cada trabajador en caso que la dependencia tuviera que despedirle en un determinado momento

De antemano muchas gracias","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/8D8CF918DE9E13AC","Consulta vía Correo Electrónico - Sin Costo","21/10/2015","04.- Rechazo por Inexistencia","Se da Respuesta a Solicitud de Información Folio 00590615- Transparencia Mx","21/10/2015","MEXICO","","","",Organismos Autónomos
="00662815","03/11/2015","Comisión Estatal de Derechos Humanos (CEDH)","Terminada","Electrónica","Información pública","Total de quejas presentadas contra policías (municipales, ministeriales y estatales) en los años 2012, 2013, 2014 y 2015 y por tipo de denuncias.","","https://servicios.plataformadetransparencia.org.mx/inai3/rest/organoGarante/administracionControlDescarga/descargarAdjuntosPorSolicitud/9A05062C51594E64","Consulta vía Correo Electrónico - Sin Costo","24/11/2015","06.- ACEPTADA, Respuesta Vía PNT","Se da respuesta a solicitud de información de Rosa María Garbey, folio 00662815","20/11/2015","MEXICO","Sonora","","",Organismos Autónomos
